Number,Item Group Code,Item Group,Category,Source,Crop category,Uses,Comment,Item Code,Item,Categorized?,Review,Factor,HS Code,HS07 Code,HS12 Code,CPC Code,Origin of data
1546,1982,Food Excl Fish,Cereals,,Other crops,,,72,"Flour, rye",,,1,,"110210, 110319, 110320","110290, 110319, 110320",23120.04,"From ""item group"" in trade definitions"
1547,1982,Food Excl Fish,Cereals,Sorghum,Commodity crops,,,84,"Flour, sorghum",,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.06,"From ""item group"" in trade definitions"
1548,1982,Food Excl Fish,Cereals,Wheat,Commodity crops,,,16,"Flour, wheat",,,1,,"110100, 110311, 110320","110100, 110311, 110320",23110,"From ""item group"" in trade definitions"
1549,1982,Food Excl Fish,Cereals,,Other crops,,,94,Fonio,,,1,,100890,100840,1193,"From ""item group"" in trade definitions"
1550,1982,Food Excl Fish,Miscellaneous,,Other crops,,,1232,Food prep nes,,?,1,,"041000, 190220, 190230, 190240, 210210, 210220, 210230, 210320, 210390, 210410, 210420, 210610, 210690, 220900","041000, 190220, 190230, 190240, 210210, 210220, 210230, 210320, 210390, 210410, 210420, 210610, 210690, 220900",F1232,"From ""item group"" in trade definitions"
1551,1982,Food Excl Fish,Cereals,,Other crops,,,115,"Food preparations, flour, malt extract",,,1,,190190,190190,23999.02,"From ""item group"" in trade definitions"
1552,1982,Food Excl Fish,Sugars,,Other crops,,,166,"Fructose and syrup, other",,,1,,170260,170260,23210.03,"From ""item group"" in trade definitions"
1553,1982,Food Excl Fish,Fruits,,Other crops,,,512,"Fruit, citrus nes",,,1,,80590,80590,1329,"From ""item group"" in trade definitions"
1554,1982,Food Excl Fish,Fruits,,Other crops,,,626,"Fruit, cooked, homogenized preparations",,,1,,200710,200710,23991.03,"From ""item group"" in trade definitions"
1555,1982,Food Excl Fish,Fruits,,Other crops,,,620,"Fruit, dried nes",,,1,,"081330, 081340, 081350","081330, 081340, 081350",21419.99,"From ""item group"" in trade definitions"
1556,1982,Food Excl Fish,Fruits,,Other crops,,,619,"Fruit, fresh nes",,,1,,81090,81090,1359.9,"From ""item group"" in trade definitions"
1557,1982,Food Excl Fish,Fruits,,Other crops,,,623,"Fruit, prepared nes",,,1,,"081110, 081120, 081190, 081210, 081290, 081400, 200190, 200791, 200799, 200830, 200840, 200850, 200860, 200870, 200880, 200891, 200892, 200899","081110, 081120, 081190, 081210, 081290, 081400, 200190, 200791, 200799, 200830, 200840, 200850, 200860, 200870, 200880, 200891, 200893, 200897, 200899",F0623,"From ""item group"" in trade definitions"
1558,1982,Food Excl Fish,Fruits,,Other crops,,,541,"Fruit, stone nes",,,1,,81090,81090,1349.2,"From ""item group"" in trade definitions"
1559,1982,Food Excl Fish,Fruits,,Other crops,,,604,"Fruit, tropical dried nes",,,1,,"080300, 080430, 080440, 080450, 081340, 081350","080300, 080430, 080440, 080450, 081340, 081350",21419.91,"From ""item group"" in trade definitions"
1560,1982,Food Excl Fish,Fruits,,Other crops,,,603,"Fruit, tropical fresh nes",,,1,,"080450, 081060, 081090","080450, 081060, 081090",1319,"From ""item group"" in trade definitions"
1561,1982,Food Excl Fish,Fruits,,Other crops,,,625,"Fruits, nuts, peel, sugar preserved",,,1,,200600,200600,23670.02,"From ""item group"" in trade definitions"
1562,1982,Food Excl Fish,Vegetables,,Other crops,,,406,Garlic,,,1,,70320,70320,1252,"From ""item group"" in trade definitions"
1563,1982,Food Excl Fish,Animals,,Non crops,,,1072,Geese and guinea fowls,,,1,,"010519, 010599","010514, 010599",2153,"From ""item group"" in trade definitions"
1564,1982,Food Excl Fish,Cereals,Maize,Flex crops,,,57,"Germ, maize",,,1,,110430,110430,23140.06,"From ""item group"" in trade definitions"
1565,1982,Food Excl Fish,Cereals,Wheat,Commodity crops,,,19,"Germ, wheat",,,1,,110430,110430,23140.01,"From ""item group"" in trade definitions"
1566,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,887,"Ghee, butteroil of cow milk",,,1,,40590,40590,22241.02,"From ""item group"" in trade definitions"
1567,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,953,"Ghee, of buffalo milk",,,1,,40590,40590,22242.02,"From ""item group"" in trade definitions"
1568,1982,Food Excl Fish,Coffee+cocoa+tea+spices,,Other crops,,,720,Ginger,,,1,,91010,"091011, 091012",1657,"From ""item group"" in trade definitions"
1569,1982,Food Excl Fish,Sugars,,Other crops,,,172,Glucose and dextrose,,,1,,"170230, 170240","170230, 170240",23210.05,"From ""item group"" in trade definitions"
1570,1982,Food Excl Fish,Animals,,Non crops,,,1016,Goats,,,1,,10420,10420,2123,"From ""item group"" in trade definitions"
1571,1982,Food Excl Fish,Fruits,,Other crops,,,549,Gooseberries,,,1,,81090,81030,1351.02,"From ""item group"" in trade definitions"
1572,1982,Food Excl Fish,Cereals,,Other crops,,,103,"Grain, mixed",,,1,,100890,100890,1199.02,"From ""item group"" in trade definitions"
1573,1982,Food Excl Fish,Fruits,,Other crops,,,507,Grapefruit (inc. pomelos),,,1,,80540,80540,1321,"From ""item group"" in trade definitions"
1574,1982,Food Excl Fish,Fruits,,Other crops,,,560,Grapes,,,1,,80610,80610,1330,"From ""item group"" in trade definitions"
1575,1982,Food Excl Fish,Pulses,Groundnut,Commodity crops,,,246,"Groundnuts, prepared",,,1,,200811,200811,21495.01,"From ""item group"" in trade definitions"
1576,1982,Food Excl Fish,Oilseeds,Groundnut,Commodity crops,,,243,"Groundnuts, shelled",,,1,,120220,120242,21421,"From ""item group"" in trade definitions"
1577,1982,Food Excl Fish,Oilseeds,Groundnut,Commodity crops,,,242,"Groundnuts, with shell",,,1,,"120210, 120220","120230, 120241",142,"From ""item group"" in trade definitions"
1578,1982,Food Excl Fish,Nuts,,Other crops,,,233,"Hazelnuts, shelled",,,1,,80222,80222,21423,"From ""item group"" in trade definitions"
1579,1982,Food Excl Fish,Nuts,,Other crops,,,225,"Hazelnuts, with shell",,,1,,80221,80221,1374,"From ""item group"" in trade definitions"
1580,1982,Food Excl Fish,Sugars,,Other crops,,,1182,"Honey, natural",,,1,,40900,40900,2910,"From ""item group"" in trade definitions"
1581,1982,Food Excl Fish,Animals,,Non crops,,,1096,Horses,,,1,,"010110, 010190","010121, 010129",2131,"From ""item group"" in trade definitions"
1582,1982,Food Excl Fish,Miscellaneous,,Non crops,,"Dairy product and ice, not sure where to put this",910,Ice cream and edible ice,,,1,,210500,210500,22270,"From ""item group"" in trade definitions"
1583,1982,Food Excl Fish,Cereals,,Other crops,,,109,Infant food,,,1,,190110,190110,23991.01,"From ""item group"" in trade definitions"
1584,1982,Food Excl Fish,Sugars,,Other crops,,,175,Isoglucose,,,1,,"170230, 170240, 170260, 170290","170230, 170240, 170260, 170290",23210.08,"From ""item group"" in trade definitions"
1585,1982,Food Excl Fish,Fruits,,Other crops,,,519,"Juice, apple, concentrated",,,1,,200979,200979,21435.02,"From ""item group"" in trade definitions"
1586,1982,Food Excl Fish,Fruits,,Other crops,,,518,"Juice, apple, single strength",,,1,,200971,200971,21435.01,"From ""item group"" in trade definitions"
1587,1982,Food Excl Fish,Fruits,,Other crops,,,514,"Juice, citrus, concentrated",,,1,,200939,200939,21439.05,"From ""item group"" in trade definitions"
1588,1982,Food Excl Fish,Fruits,,Other crops,,,513,"Juice, citrus, single strength",,,1,,200931,200931,21439.04,"From ""item group"" in trade definitions"
1589,1982,Food Excl Fish,Fruits,,Other crops,,,622,"Juice, fruit nes",,,1,,"200980, 200990","200981, 200989, 200990",21439.9,"From ""item group"" in trade definitions"
1590,1982,Food Excl Fish,Fruits,,Other crops,,,562,"Juice, grape",,,1,,"200961, 200969","200961, 200969",21434,"From ""item group"" in trade definitions"
1591,1982,Food Excl Fish,Fruits,,Other crops,,,509,"Juice, grapefruit",,,1,,200921,200921,21432,"From ""item group"" in trade definitions"
1592,1982,Food Excl Fish,Fruits,,Other crops,,,510,"Juice, grapefruit, concentrated",,,1,,200929,200929,21432.01,"From ""item group"" in trade definitions"
1593,1982,Food Excl Fish,Fruits,,Other crops,,,499,"Juice, lemon, concentrated",,,1,,200939,200939,21439.03,"From ""item group"" in trade definitions"
1594,1982,Food Excl Fish,Fruits,,Other crops,,,498,"Juice, lemon, single strength",,,1,,200931,200931,21439.02,"From ""item group"" in trade definitions"
1595,1982,Food Excl Fish,Fruits,,Other crops,,,583,"Juice, mango",,,1,,200980,200989,21439.08,"From ""item group"" in trade definitions"
1596,1982,Food Excl Fish,Fruits,,Other crops,,,492,"Juice, orange, concentrated",,,1,,"200911, 200919","200911, 200919",21431.02,"From ""item group"" in trade definitions"
1597,1982,Food Excl Fish,Fruits,,Other crops,,,491,"Juice, orange, single strength",,,1,,"200911, 200912","200911, 200912",21431.01,"From ""item group"" in trade definitions"
1598,1982,Food Excl Fish,Fruits,,Other crops,,,576,"Juice, pineapple",,,1,,200941,200941,21433,"From ""item group"" in trade definitions"
1599,1982,Food Excl Fish,Fruits,,Other crops,,,580,"Juice, pineapple, concentrated",,,1,,200949,200949,21433.01,"From ""item group"" in trade definitions"
1600,1982,Food Excl Fish,Fruits,,Other crops,,,539,"Juice, plum, concentrated",,,1,,200980,200989,21439.07,"From ""item group"" in trade definitions"
1601,1982,Food Excl Fish,Fruits,,Other crops,,,538,"Juice, plum, single strength",,,1,,200980,200989,21439.06,"From ""item group"" in trade definitions"
1602,1982,Food Excl Fish,Fruits,,Other crops,,,496,"Juice, tangerine",,,1,,200931,200931,21439.01,"From ""item group"" in trade definitions"
1603,1982,Food Excl Fish,Vegetables,,Other crops,,,390,"Juice, tomato",,,1,,200950,200950,21321,"From ""item group"" in trade definitions"
1604,1982,Food Excl Fish,Vegetables,,Other crops,,,389,"Juice, tomato, concentrated",,,1,,,,,"From ""item group"" in trade definitions"
1605,1982,Food Excl Fish,Vegetables,,Other crops,,,466,"Juice, vegetables nes",,,1,,"200980, 200990","200989, 200990",21329,"From ""item group"" in trade definitions"
1606,1982,Food Excl Fish,Oilseeds,,Other crops,,,311,Kapokseed in shell,,,1,,120799,120799,1499.06,"From ""item group"" in trade definitions"
1607,1982,Food Excl Fish,Oilseeds,,Other crops,,,312,Kapokseed shelled,,,1,,120799,120799,1499.07,"From ""item group"" in trade definitions"
1608,1982,Food Excl Fish,Oilseeds,,Other crops,,,263,Karite nuts (sheanuts),,,1,,120799,120799,1499.01,"From ""item group"" in trade definitions"
1609,1982,Food Excl Fish,Fruits,,Other crops,,,592,Kiwi fruit,,,1,,81050,81050,1352,"From ""item group"" in trade definitions"
1610,1982,Food Excl Fish,Sugars,,Other crops,,,173,Lactose,,,1,,"170211, 170219","170211, 170219",23210.06,"From ""item group"" in trade definitions"
1611,1982,Food Excl Fish,Fats,,Non crops,,,1043,Lard,,,1,,150100,"150110, 150120",21521,"From ""item group"" in trade definitions"
1612,1982,Food Excl Fish,Vegetables,,Other crops,,,407,"Leeks, other alliaceous vegetables",,,1,,70390,70390,1254,"From ""item group"" in trade definitions"
1613,1982,Food Excl Fish,Fruits,,Other crops,,,497,Lemons and limes,,,1,,80550,80550,1322,"From ""item group"" in trade definitions"
1614,1982,Food Excl Fish,Pulses,,Other crops,,,201,Lentils,,,1,,71340,71340,1704,"From ""item group"" in trade definitions"
1615,1982,Food Excl Fish,Vegetables,,Other crops,,,372,Lettuce and chicory,,,1,,"070511, 070519, 070521, 070529","070511, 070519, 070521, 070529",1214,"From ""item group"" in trade definitions"
1616,1982,Food Excl Fish,Meat,,Non crops,,,878,Liver prep.,,,1,,160220,160220,21189.01,"From ""item group"" in trade definitions"
1617,1982,Food Excl Fish,Cereals,,Other crops,,,18,Macaroni,,,1,,"190211, 190219","190211, 190219",23710,"From ""item group"" in trade definitions"
1618,1982,Food Excl Fish,Cereals,Maize,Flex crops,,,56,Maize,,,1,,"100510, 100590","100510, 100590",112,"From ""item group"" in trade definitions"
1619,1982,Food Excl Fish,Vegetables,,Other crops,,,446,"Maize, green",,,1,,70990,70999,1290.01,"From ""item group"" in trade definitions"
1620,1982,Food Excl Fish,Cereals,,Other crops,,,49,Malt,,,1,,"110710, 110720","110710, 110720",24320,"From ""item group"" in trade definitions"
1621,1982,Food Excl Fish,Cereals,,Other crops,,,50,Malt extract,,,1,,190190,190190,23999.01,"From ""item group"" in trade definitions"
1622,1982,Food Excl Fish,Fruits,,Other crops,,,584,Mango pulp,,,1,,200899,200899,21499.01,"From ""item group"" in trade definitions"
1623,1982,Food Excl Fish,Fruits,,Other crops,,,571,"Mangoes, mangosteens, guavas",,,1,,80450,80450,1316,"From ""item group"" in trade definitions"
1624,1982,Food Excl Fish,Sugars,,Other crops,,,160,Maple sugar and syrups,,,1,,170220,170220,23530,"From ""item group"" in trade definitions"
1625,1982,Food Excl Fish,Processed foods,,Other crops,,,1241,"Margarine, liquid",,,1,,151790,151790,21700.01,"From ""item group"" in trade definitions"
1626,1982,Food Excl Fish,Processed foods,,Other crops,,,1242,"Margarine, short",,,1,,"151710, 151790","151710, 151790",21700.02,"From ""item group"" in trade definitions"
1627,1982,Food Excl Fish,Meat,,Non crops,,,1108,"Meat, ass",,,1,,20500,20500,21118.02,"From ""item group"" in trade definitions"
1628,1982,Food Excl Fish,Meat,,Non crops,,,874,"Meat, beef and veal sausages",,,1,,160100,160100,21184.01,"From ""item group"" in trade definitions"
1629,1982,Food Excl Fish,Meat,,Non crops,,,872,"Meat, beef, dried, salted, smoked",,,1,,21020,21020,21182,"From ""item group"" in trade definitions"
1630,1982,Food Excl Fish,Meat,,Non crops,,,875,"Meat, beef, preparations",,,1,,160250,160250,F0875,"From ""item group"" in trade definitions"
1631,1982,Food Excl Fish,Meat,,Non crops,,,1089,"Meat, bird nes",,,1,,20890,20890,21170.01,"From ""item group"" in trade definitions"
1632,1982,Food Excl Fish,Meat,,Non crops,,,947,"Meat, buffalo",,,1,,"020110, 020120, 020130, 020210, 020220, 020230","020110, 020120, 020130, 020210, 020220, 020230",21112,"From ""item group"" in trade definitions"
1633,1982,Food Excl Fish,Meat,,Non crops,,,1127,"Meat, camel",,,1,,20890,20860,21117.01,"From ""item group"" in trade definitions"
1634,1982,Food Excl Fish,Meat,,Non crops,,,867,"Meat, cattle",,,1,,"020110, 020120, 020210, 020220","020110, 020120, 020210, 020220",21111.01,"From ""item group"" in trade definitions"
1635,1982,Food Excl Fish,Meat,,Non crops,,,870,"Meat, cattle, boneless (beef & veal)",,,1,,"020130, 020230","020130, 020230",21111.02,"From ""item group"" in trade definitions"
1636,1982,Food Excl Fish,Meat,,Non crops,,,1058,"Meat, chicken",,,1,,"020711, 020712, 020713, 020714, 020732, 020733, 020735, 020736","020711, 020712, 020713, 020714, 020760",21121,"From ""item group"" in trade definitions"
1637,1982,Food Excl Fish,Meat,,Non crops,,,1061,"Meat, chicken, canned",,,1,,"160231, 160232, 160239","160231, 160232, 160239",F1061,"From ""item group"" in trade definitions"
1638,1982,Food Excl Fish,Meat,,Non crops,,,1164,"Meat, dried nes",,,1,,"021091, 021092, 021093, 021099","021091, 021092, 021093, 021099",21183,"From ""item group"" in trade definitions"
1639,1982,Food Excl Fish,Meat,,Non crops,,,1069,"Meat, duck",,,1,,"020732, 020733, 020735, 020736","020741, 020742, 020744, 020745",21122,"From ""item group"" in trade definitions"
1640,1982,Food Excl Fish,Meat,,Non crops,,,873,"Meat, extracts",,,1,,160300,160300,21185,"From ""item group"" in trade definitions"
1641,1982,Food Excl Fish,Meat,,Non crops,,,1163,"Meat, game",,,1,,20890,20890,21170.02,"From ""item group"" in trade definitions"
1642,1982,Food Excl Fish,Meat,,Non crops,,,1017,"Meat, goat",,,1,,20450,20450,21116,"From ""item group"" in trade definitions"
1643,1982,Food Excl Fish,Meat,,Non crops,,,1073,"Meat, goose and guinea fowl",,,1,,"020732, 020733, 020735, 020736","020751, 020752, 020754, 020755",21123,"From ""item group"" in trade definitions"
1644,1982,Food Excl Fish,Meat,,Non crops,,,877,"Meat, homogenized preparations",,,1,,160210,160210,23991.04,"From ""item group"" in trade definitions"
1645,1982,Food Excl Fish,Meat,,Non crops,,,1097,"Meat, horse",,,1,,20500,20500,21118.01,"From ""item group"" in trade definitions"
1646,1982,Food Excl Fish,Meat,,Non crops,,,1166,"Meat, nes",,,1,,"020830, 020840, 020850, 020890","020830, 020840, 020850, 020890",21170.92,"From ""item group"" in trade definitions"
1647,1982,Food Excl Fish,Meat,,Non crops,,,1172,"Meat, nes, preparations",,,1,,"160100, 160290","160100, 160290",F1172,"From ""item group"" in trade definitions"
1648,1982,Food Excl Fish,Meat,,Non crops,,,1035,"Meat, pig",,,1,,"020311, 020312, 020319, 020321, 020322, 020329","020311, 020312, 020319, 020321, 020322, 020329",21113.01,"From ""item group"" in trade definitions"
1649,1982,Food Excl Fish,Meat,,Non crops,,,1041,"Meat, pig sausages",,,1,,160100,160100,21184.02,"From ""item group"" in trade definitions"
1650,1982,Food Excl Fish,Meat,,Non crops,,,1042,"Meat, pig, preparations",,,1,,"160241, 160242, 160249","160241, 160242, 160249",F1042,"From ""item group"" in trade definitions"
1651,1982,Food Excl Fish,Meat,,Non crops,,,1038,"Meat, pork",,,1,,"020319, 020329","020319, 020329",21113.02,"From ""item group"" in trade definitions"
1652,1982,Food Excl Fish,Meat,,Non crops,,,1141,"Meat, rabbit",,,1,,20810,20810,21114,"From ""item group"" in trade definitions"
1653,1982,Food Excl Fish,Meat,,Non crops,,,977,"Meat, sheep",,,1,,"020410, 020421, 020422, 020423, 020430, 020441, 020442, 020443","020410, 020421, 020422, 020423, 020430, 020441, 020442, 020443",21115,"From ""item group"" in trade definitions"
1654,1982,Food Excl Fish,Meat,,Non crops,,,1080,"Meat, turkey",,,1,,"020724, 020725, 020726, 020727","020724, 020725, 020726, 020727",21124,"From ""item group"" in trade definitions"
